id,word,phonetic,meaning,category,wrong_answer,error_note,tip,unit,status,mastered_modes,confused_with,correct_count,created_at,last_practiced_at,batch_id
,actual,/ˈæktʃuəl/,adj. 真实的；实际的；真正的,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,Korean,/kəˈriən/,adj. 朝鲜族的，朝鲜人的,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,onto,/ˈɒntəʊ/; /ˈɑːntəʊ/,prep. 向，朝；朝向，面向（某个方向）,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,article,/ˈɑːtɪkl/; /ˈɑːrtɪkl/,n. 文章,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,oven,/ˈʌvn/,n. 烤炉；烤箱,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,skin,/skɪn/,n. 皮；皮肤,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,feature,/ˈfiːtʃə(r)/,n. 特征；特点；特色,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,jacket,/ˈdʒækɪt/,n. 夹克衫,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,characteristic,/ˌkærəktəˈrɪstɪk/,n. 特征；特点；品质；adj. 独特的,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,overseas,/ˌəʊvəˈsiːz/; /ˌoʊvərˈsiːz/,adj. 海外的；外国的,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,local,/ˈləʊkl/,n. 当地人；本地人；,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,ink,/ɪŋk/,n. 墨水,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,biography,/baɪˈɒɡrəfi/; /baɪˈɑːɡrəfi/,n. 传记；传记作品,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,merchant,/ˈmɜːtʃənt/; /ˈmɜːrtʃənt/,n. 商人；商家,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,translate,/trænsˈleɪt/,v. 翻译,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,translation,/trænsˈleɪʃn/,n. 译文；译本；翻译；译,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,mansion,/ˈmænʃn/,n. 宅第；公馆,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,energetic,/ˌenəˈdʒetɪk/; /ˌenərˈdʒetɪk/,adj. 精力充沛的；充满活力的,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,perhaps,/pəˈhæps/; /pərˈhæps/,adv. 也许；可能,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,strategy,/ˈstrætədʒi/,n. 策略；计策；规划,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,preview,/ˈpriːvjuː/,v. 概述；n. 预览,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,*soup,,n. 汤；羹,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,beak,/biːk/,n. 鸟喙,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,jar,/dʒɑː(r)/,n.（玻璃）罐子，广口瓶,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,neck,/nek/,n.（物体的）细长部分；颈部；脖子；颈,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,scene,/siːn/,n. 地点，现场；场面；景象；景色,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,regular,/ˈreɡjələr/,adj.常去某地的; 有规律的; 定时的; 通常的,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,landlord,/ˈlændlɔːd/; /ˈlændlɔːrd/,n. 房东；业主；老板,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,treasure,/ˈtreʒə(r)/,n. 财富；金银财宝；珠宝；珍宝,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,leading,/ˈliːdɪŋ/,adj. 最重要的,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,playwright,/ˈpleɪraɪt/,n. 剧作家,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,honesty,/ˈɒnəsti/ ; /ˈaːnəsti/,n. 诚实；老实；正直,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
,emotion,/ɪˈməʊʃn/,n. 强烈的感情；激情；情绪,unlearned,(未填写),未填写,需重点记忆,,pending,,,0,,,
